Timestamp;CO2_eq (ppm);TVOC (ppb);TempIn (°C);HumIn (%);TempOut (°C);HumOut (%);Pressure (hPa);Light (lux);BeeIn (-);BeeOut (-)
2025.08.18 16:39:14;405.23;5.11;30.64;32.53;30.27;33.32;991.99;1.00;0;0
